,control number,personal name,personal relationship
754,9927875940101488,Clemens,aut
755,9927881180101488,de Guise,dte
756,9927888890101488,Ignatius Antiochenus.,aut
757,9927889200101488,Clemens,aut
758,9928094000101488,Bouvery,dte
759,9928096220101488,Bouvery,dte
760,9928103450101488,Athanasius Alexandrinus,aut
761,9928105730101488,Apollinaris Laodicenus,aut
762,9928378970101488,Joannes Chrysostomus,aut
763,9928417130101488,Gregentius,aut
764,9928433740101488,Jeremias,aut
765,9928448820101488,du Bellay,dte
766,9928459900101488,Anastasius Bibliothecarius,aut
767,9928552420101488,du Haure,dte
768,9928565840101488,Arator,aut
769,9928566760101488,Firmicus Maternus,aut
770,9928573300101488,Pius,dte
771,9928573310101488,Balduinus,ann
772,9928584590101488,Ambrosius Mediolanensis,dub
773,9928585900101488,Tunstall,aut
774,9928593060101488,Borromaeus,oth
775,9928615410101488,Augustinus,aut
776,9928615990101488,Augustinus,aut
777,9928621960101488,Philip,dte
778,9928634310101488,Bernardus Claraevallensis,aut
779,9928637420101488,Prosper de Aquitania,aut
780,9928639660101488,Sulpicius Severus.,aut
781,9928643810101488,Jordanus Catalani,edt
782,9928682720101488,Ivo Carnotensis,aut
783,9928715000101488,Hanapus,aut
784,9928715080101488,Guilelmus Peraldus,dub
785,9928720110101488,Thomas Cantimpratensis,aut
786,9928754520101488,Athenaeus Naucratites,pub
787,9928760250101488,Beleth,aut
788,9928989640101488,Barbus,aut
789,9929025020101488,Patricius,aut
790,9929027890101488,Duchesne,aut
791,9929073450101488,Acidalius,oth
792,9929075500101488,Bergeron,edt
793,9929099770101488,Budé,aut
794,9929102160101488,Charles,dte
795,9929103640101488,Agrippa ab Nettesheim,aut
796,9929624430101488,Antoninus archiepiscopus Florentinus,aut
797,9929654810101488,de Le Val,adp
798,9929654910101488,de Le Val,aut
799,9929655930101488,Crinito,aut
800,9929709900101488,Gazaeus,ctb
801,9929711660101488,Alionus,ctb
802,9929722840101488,de Carondelet,dte
803,9929723090101488,Joannes Tauler,aut
804,9929723200101488,Charles,dte
805,9929723270101488,Charles,dte
806,9929725620101488,Everardi,dte
807,9929725700101488,Marullus,aut
808,9929727720101488,Calin,dte
809,9929736550101488,Ramus,aut
810,9929737080101488,Carpentarius,aut
811,9929737100101488,Carpentarius,aut
812,9929737210101488,de Guise,dte
813,9929737340101488,de Guise,dte
814,9929738210101488,de Coligny de Châtillon,dte
815,9929738480101488,Fine,aut
816,9929757850101488,de Muret,aut
817,9929759700101488,Cono,add
818,9929760940101488,Lambinus,aut
819,9929889830101488,de Ribadeneyra,aut
820,9929989110101488,Hanapus,aut
821,9930033700101488,Wild,aut
822,9930069410101488,Judex,aut
823,9931120390101488,de Bohier,aut
824,9931143760101488,Vida,aut
825,9931144040101488,Vida,aut
826,9931145760101488,Christianus,dte
827,9931158880101488,Salamoni,aut
828,9931159000101488,Herbetius,aut
829,9931837820101488,Cujas,dte
830,9931936960101488,Medullartius,aut
831,9932007170101488,de Bourbon-Vendôme,dte
832,9932038980101488,Constantin,edt
833,9932361820101488,de Sainte-Marthe,aut
834,9932366400101488,Pindarus.,aut
835,9932367750101488,Pontanus,aut
836,9932371880101488,Pius,dte
837,9932376480101488,Bruneau,aut
838,9932381470101488,Calvin,pub
839,9932381990101488,Marguerite de France,dte
840,9932386330101488,Philip,dte
841,9932388760101488,Clichtoveus,aut
842,9932389500101488,Clingius,aut
843,9932393230101488,Ceneau,aut
844,9932393770101488,Ceneau,aut
845,9932395010101488,Sigismund II Augustus,dte
846,9932395460101488,Fisher,aut
847,9932404460101488,Henry,pub
848,9932404630101488,Henry,aut
849,9932411320101488,Hervetus,aut
850,9932411530101488,Paul,dte
851,9932416170101488,Hamilton,aut
852,9932417560101488,de Billy,trl
853,9932418630101488,Sigismund II Augustus,dte
854,9932418800101488,Vincentius Lirinensis.,aut
855,9932420530101488,Charles,dte
856,9932421860101488,Henry,dte
857,9992230395901488,Du Préau,aut
858,9992230542001488,Talpin,aut
859,9992230542501488,Talpin,aut
860,9992230543401488,Talpin,aut
861,9992230544401488,Taillepied,aut
862,9992230546301488,Sorbin,aut
863,9992230546901488,Sorbin,aut
864,9992230547001488,Sorbin,aut
865,9992234060901488,Eck,aut
866,9992238571501488,Cristi,edt
867,9992247500201488,Genebrardus,aui
868,9992249832101488,Euthymius Zygadenus.,aut
869,9992249880201488,Antesignanus,ann
870,9992249880301488,Vives,aut
871,9992253596701488,Luís de Granada,aut
872,9992259644401488,de Berlaymont,aut
873,9992265001501488,Aristoteles.,aut
874,9992265109201488,Aristoteles.,aut
875,9992271898901488,de la Bigne,edt
876,9992300312801488,Bonfigli,edt
877,9992301306401488,Borrel,aut
878,9992302804901488,Franco,aut
879,9992305398801488,de Castro,aut
880,9992312786601488,Stella,aut
881,9992316071501488,Aristoteles.,aut
882,9992324408301488,de Muret,edt
883,9992333442101488,Lipsius,aut
884,9992333454901488,Du Moulin,aut
885,9992337786401488,Cyrillus Alexandrinus,aut
886,9992338510001488,Ayminius,edt
887,9992344590201488,de Nicolas,aut
888,9992344592201488,Benoit,aut
889,9992344908401488,Marabotto,aut
890,9992355440901488,Lopez,aut
891,9992361001601488,Catharina Genuensis,aut
892,9992362406001488,Everardus,aut
893,9992370209301488,Tapperus,aut
894,9992382100601488,Hall,aut
895,9992383276001488,Gonzaga,oth
896,9992389307101488,Petrus de Aquila,aut
897,9992389704901488,Flavius,aut
898,9992389705001488,Flavius,aut
899,9992389706401488,Flavius,aut
900,9992391109301488,Giorgio,aut
901,9992394303401488,Anglés,aut
902,9992394307601488,Rioche,aut
903,9992394310001488,Flavius,aut
904,9992395105001488,Cumiranus,aut
905,9992403396001488,Chappuys,trl
906,9992407822201488,Titelmannus,bsl
907,9992408052701488,Augustinus,aut
908,9992408053101488,Erasmus Roterodamus,aut
909,9992408469101488,Antesignanus,edt
910,9992409001101488,Clenardus,pub
911,9992415384801488,Guénois,aut
912,9992425804801488,Benoit,aut
913,9992425973101488,Thomas Aquinas,aut
914,9992425975001488,Mazzolini,aut
915,9992447109801488,Justinianus,com
916,9992447109901488,Accursius,ann
917,9992447687601488,Dionysius Carthusianus,ctb
918,9992457705501488,Theophrastus,aow
919,9992464489601488,Tertullianus,aut
920,9992467208001488,Petrus Lombardus,aut
921,9992467809801488,Dionysius Carthusianus,aut
922,9992475610101488,Dionysius Areopagita,aut
923,9992481407901488,de la Vega,aut
924,9992483004401488,Sauvage,edt
925,9992485007701488,Dionysius Halicarnassensis,aut
926,9992486209901488,Durantis,aut
927,9992494395901488,Calepinus,aut
928,9992494808101488,Porthaise,aut
929,9992500608701488,Cicero,aut
930,9992553009201488,Ayrault,aut
931,9992558508801488,Bodin,aut
932,9992569708901488,Duret,aut
933,9992569709401488,Duret,aut
934,9992586193001488,de la Vega,aut
935,9992595108301488,de Torquemada,aut
936,9992595109401488,Luís de Granada,com
937,9992596407601488,Le Caron,aut
938,9992596407701488,Novellus,aut
939,9992596408101488,Novellus,aut
940,9992600006401488,Petrus Lombardus,aut
941,9992600006501488,Aristoteles,aut
942,9992600007001488,Bartholomaeus de Martyribus,aut
943,9992600406501488,Guilelmus Peraldus,aut
944,9992600407001488,Zasius,aut
945,9992600407401488,Gribaldi,aut
946,9992608910301488,Bunderius,aut
947,9992614509701488,Ronchegallus Gioldus,aut
948,9992616205101488,Cajetanus,aut
949,9992616205201488,Thomas Aquinas,aut
950,9992616205301488,Thomas Aquinas,aut
951,9992616205401488,Thomas Aquinas,aut
952,99557680101488,Antesignan,edt
953,99567340101488,Despauterius,aut
954,99580490101488,Demosthenes.,aut
955,99590790101488,Lipsius,aut
956,991456620101488,Lipsius,aut
957,991570530101488,Vives,aut
958,991623120101488,Robert,aut
959,991629420101488,Clenardus,aut
960,991676770101488,Lipsius,aut
961,991676810101488,Lipsius,aut
962,991957580101488,Ragueau,aut
963,992029470101488,Titelmannus,aut
964,992341420101488,Mercier,aut
965,992567580101488,Smith,aut
966,992657710101488,Aristoteles.,aut
967,992825160101488,Euclides,aut
968,992941820101488,Santerna,aut
969,992968950101488,Henri,dte
970,993618490101488,Lipsius,aut
971,993726270101488,Junctinus,edt
972,993812600101488,Gemma Frisius,aut
973,994113460101488,Bartolus de Saxoferrato,aut
974,994445760101488,Curterius,trl
975,994643160101488,Charles,dte
976,995090460101488,Georgius Pachymeres,aut
977,995131560101488,Stapleton,aut
978,995143050101488,Vida,aut
979,995200990101488,Erasmus Roterodamus,aut
980,997602820101488,Thevet,aut
981,997604310101488,Dalius,ctb
982,997840180101488,Vincentius Lirinensis.,aut
983,997840420101488,Vincentius Lirinensis.,aut
984,997840840101488,Clemens,aut
985,997943090101488,Justinus Martyr,aut
986,997984740101488,Titelmannus,aut
987,997984760101488,Demetrius Phalereus.,ctb
988,998119840101488,Maximus Confessor,aut
989,998119940101488,Georgius Pachymeres,aut
990,998151540101488,Augustinus,aut
991,998153540101488,Antesignanus,aut
992,998191130101488,Apianus,aut
993,998435790101488,Henri,oth
994,998459700101488,Benoist,oth
995,998517990101488,Duret,aut
996,998539420101488,Canta,dte
997,998871740101488,Lodewijk van Vlaanderen,dte
998,999047690101488,Le Ferron,aut
999,999081260101488,Papon,aut
1000,999100800101488,Valerius,aut
1001,999157540101488,Titelmannus,aut
1002,999294430101488,Baudius,ctb
1003,999334910101488,Mella,edt
1004,999735740101488,Van der Haer,aut
1005,999742750101488,Echter von Mespelbrunn,dte
1006,999772410101488,Amyot,trl
1007,9910123060101488,Amerbach,aut
1008,9910619640101488,Sterck van Ringelberg,aut
1009,9910651020101488,Bar,eul
1010,9910664270101488,Guilliaud,aut
1011,9910665280101488,Carolus III,dte
1012,9910668760101488,Baptista Mantuanus,aut
1013,9910669530101488,Theodoritus,aut
1014,9910675000101488,Accursius,aut
1015,9910675110101488,Accursius,aut
1016,9910675820101488,Accursius,aut
1017,9911011020101488,Pius,edt
1018,9911011390101488,Crespet,trl
1019,9911057980101488,Titelmannus,aut
1020,9911101760101488,Epiphanius Salaminius.,aut
1021,9911101840101488,Guilelmus Peraldus,aut
1022,9911102920101488,Bernardus Claraevallensis,aut
1023,9911103180101488,Berinzaga,aut
1024,9911104940101488,Augustinus,aow
1025,9911133210101488,Bonifatius,aut
1026,9911174310101488,de Bourbon,dte
1027,9911208800101488,Ambrosius Mediolanensis,aut
1028,9911223170101488,Albertus Magnus,aut
1029,9911242850101488,Gohory,trl
1030,9911244380101488,Dioscorides,aut
1031,9911248610101488,Vesalius,aut
1032,9911249050101488,Avicenna,aut
1033,9911341270101488,Gazet,aut
1034,9911738370101488,Lipsius,aut
1035,9911755220101488,Titelmannus,aut
1036,9911755480101488,Titelmannus,aut
1037,9911756410101488,Titelmannus,aut
1038,9911762870101488,Mulert,dte
1039,9911768870101488,Clenardus,aut
1040,9911769080101488,Clenardus,aut
1041,9911793110101488,Lipsius,aut
1042,9911800260101488,Barlandus,ctb
1043,9911865340101488,Carolus a Tilia,eul
1044,9911910320101488,Luís de Granada,aut
1045,9912125230101488,Sterck van Ringelberg,aut
1046,9912125250101488,de Baïf,aut
1047,9912185740101488,Torrentinus,aut
1048,9912186430101488,Erasmus Roterodamus,aut
1049,9912233500101488,Franciscus,oth
1050,9912244960101488,Busbequius,dte
1051,9912335880101488,Titelmannus,aut
1052,9992133457501488,Palaemon,aut
1053,9992139606001488,Censorinus,aut
1054,9992141290101488,Pythagoras,aut
1055,9992141290201488,Cebes Thebanus,aut
1056,9992141304001488,Du Tilet,edt
1057,9992141470301488,Boucher,aut
1058,9992154109701488,Seneca,aut
1059,9992169195201488,Henry,dte
1060,9992173406801488,Galenus,aow
1061,9992179098501488,Clemens,aut
1062,9992182506901488,Panigarola,aut
1063,9992183204501488,Flaschius,aut
1064,9992185397301488,Chrestien,trl
1065,9992185398201488,Le Prevost,adp
1066,9992189104701488,Propertius,aut
1067,9992193410101488,Cicero,aut
1068,9992195185801488,Homerus.,aut
1069,9992202556701488,Nepos,aut
1070,9992221133801488,Erasmus Roterodamus,aow
1071,9992221134201488,Calvin,add
1072,9992221134501488,Theodorus Studita,aut
1073,9992221134801488,Calvin,add
1074,9992221166601488,de Launoy,aut
1075,9992221166701488,Pennetier,aut
1076,9992224395801488,Ficino,aut
1077,9992225682001488,Benoist,aut
1078,9992225708801488,Winter,trl
1079,9992229880001488,Patrizi,aut
1080,9912560920101488,Eusebius Caesariensis,aut
1081,9912956300101488,Pennetier,aut
1082,9912986670101488,Epo,aut
1083,9913059800101488,Reynerius,aut
1084,9913155500101488,Erasmus Roterodamus,edt
1085,9913198590101488,Tacitus,aut
1086,9913312620101488,Marcus Exercitor,aut
1087,9913391030101488,Ferdinand,dte
1088,9913879820101488,Fuscus,aut
1089,9914033070101488,Titelmannus,aut
1090,9914047510101488,Périon,trl
1091,9914181700101488,Erasmus Roterodamus,trl
1092,9914749000101488,Toletus,aut
1093,9914866810101488,Titelmannus,aut
1094,9915101310101488,Gemma Frisius,trl
1095,9915208790101488,de Le Cambe,pub
1096,9915822140101488,Louveau,trl
1097,9916067400101488,Alberti,aut
1098,9916093520101488,du Prat,dte
1099,9916132840101488,Augustinus,aut
1100,9916133090101488,de Fonseca,dte
1101,9916425270101488,Vives,aut
1102,9916492720101488,Ferdinand,dte
1103,9916504170101488,Vives,aut
1104,9916735800101488,Stimmer,egr
1105,9916824140101488,Gregorius Nyssenus.,aut
1106,9916928400101488,de la Motte,ctb
1107,9917899730101488,Martialis Lemovicensis,aut
1108,9917978870101488,Auger,aut
1109,9918004690101488,Doard,edt
1110,9918063940101488,Périon,trl
1111,9918065230101488,Périon,trl
1112,9918065360101488,Périon,trl
1113,9918112670101488,de Croix,dte
1114,9918414610101488,de Villamont,trl
1115,9918453390101488,Joannes a Sancto Andrea,aut
1116,9918453410101488,Joannes a Sancto Andrea,dte
1117,9918453720101488,de Gondi,dte
1118,9918472720101488,Joannes a Sancto Andrea,aut
1119,9918696860101488,Viglius Zuichemus ab Aytta,dte
1120,9918904550101488,Buonamici,aut
1121,9919054360101488,Lancelotti,edt
1122,9919144900101488,Fabricius Boderianus,edt
1123,9919254770101488,Faber,edt
1124,9919258280101488,Auger,ctb
1125,9919278340101488,Douaren,aut
1126,9919278540101488,Hotman,aut
1127,9919347960101488,Gelenius,trl
1128,9919384010101488,Homerus.,aut
1129,9919386480101488,Gozthon,oth
1130,9919387210101488,de Sainctes,aut
1131,9919406680101488,Cochlaeus,aut
1132,9919424020101488,Contius,edt
1133,9919432760101488,Cyprianus,aut
1134,9919435050101488,Alvarez de Toledo,oth
1135,9919445760101488,Chappuys,trl
1136,9919470760101488,Titelmannus,aut
1137,9919513150101488,Theodorus Raithenus.,aut
1138,9919639070101488,Fisher,aut
1139,9919668830101488,Paul,oth
1140,9919710260101488,de Flisco,dte
1141,9935345230101488,Broustin,trl
1142,9935345840101488,Toletus,aut
1143,9935346840101488,Caladelphus,eul
1144,9935350380101488,de Boufflers,eul
1145,9935353490101488,de Guise,dte
1146,9935355560101488,Gillot,trl
1147,9935357280101488,de Gondi,dte
1148,9935361700101488,Veldius,coi
1149,9935383540101488,Crucius,eul
1150,9935389600101488,Helm,aut
1151,9935390190101488,Lorich,trl
1152,9935393210101488,Lorich,edt
1153,9935398840101488,de Guellis,eul
1154,9935400880101488,Benoist,aut
1155,9935401600101488,Guilliaud,ctb
1156,9935403380101488,Doc,aut
1157,9935411400101488,Nicolaus,aut
1158,9935419370101488,Gerson,dub
1159,9935420070101488,Joannes Tauler,aut
1160,9935424990101488,du Bouchet,dte
1161,9935426870101488,de Belleforest,trl
1162,9935438270101488,Colin,trl
1163,9935441820101488,Borromaeus,dte
1164,9935460440101488,Bosquier,aut
1165,9935468350101488,Télin,dte
1166,9935470780101488,Marabotto,aut
1167,9935480850101488,de l'Aubespine,dte
1168,9935919540101488,Royard,dub
1169,9936954320101488,Meurer,clb
1170,9936961940101488,de Brézé,dte
1171,9936967680101488,Angelus de Gambilionibus,aut
1172,9936983710101488,Gàmbara,dte
1173,9936984180101488,Gaetani,dte
1174,9936994330101488,Bertrandus,dte
1175,9937004740101488,Romano,aut
1176,9937023640101488,Gregory,dte
1177,9937030930101488,Pereyra,aut
1178,9937057010101488,Hervetus,trl
1179,9937059020101488,Paul,udr
1180,9937059670101488,Fiordibello,ctb
1181,9937060230101488,Gaussart Flamignon,edt
1182,9937068090101488,Du Moulin,aut
1183,9937084010101488,Vergerio,edt
1184,9937099960101488,Guymier,ann
1185,9937158730101488,Theodorus Cyzicenus,aut
1186,9937187900101488,de Metz,dte
1187,9937217590101488,a Costa,eul
1188,9937219700101488,Dorat,eul
1189,9937235530101488,Cochlaeus,edt
1190,9937239940101488,Chabanel,trl
1191,9937320860101488,Canisius,aut
1192,9937347140101488,Henricus de Segusia,aut
1193,9937356910101488,Philippus de Franchis,ann
1194,9937358410101488,de Bohier,edt
1195,9937358550101488,de Torquemada,aut
1196,9937359210101488,de Bohier,edt
1197,9937359320101488,de Bohier,edt
1198,9937359410101488,de Bohier,edt
1199,9937359450101488,de Bohier,edt
1200,9937361160101488,de Monceaux,ctb
1201,9937362490101488,Mella,ann
1202,9937365910101488,Gaultier,trl
1203,9937368220101488,Roussin,trl
1204,9937383770101488,Chomedey,trl
1205,9937415230101488,Luther,ctb
1206,9937433800101488,Bredin,ill
1207,9937434130101488,Betrand,dte
1208,9937435970101488,Colombet,eul
1209,9937438300101488,Bouchet,aut
1210,9937442900101488,de Thou,dte
1211,9937453700101488,de Bry,egr
1212,9937485700101488,Androuet Du Cerceau,aut
1213,9937485840101488,Charles,dte
1214,9937495150101488,Dalechamps,trl
1215,9937506780101488,de Nevers,dte
1216,9938020220101488,Hotman,trl
1217,9939409750101488,Modestinus,ctb
1218,9939410040101488,Davin,ctb
1219,9939410870101488,Chappuis,ctb
1220,9939411530101488,Alciatus,ctb
1221,9939412000101488,Accursius,ann
1222,9939420260101488,Günther,dte
1223,9939421270101488,de Betrand,dte
1224,9939436620101488,Parisio,edt
1225,9939436930101488,Parisio,edt
1226,9939437100101488,Tartagni,ctb
1227,9939437370101488,Parisio,edt
1228,9939437690101488,Parisio,ctb
1229,9939437870101488,Parisio,edt
1230,9939437960101488,Parisio,ctb
1231,9939438010101488,Parisio,edt
1232,9939438190101488,Loseo,edt
1233,9939438790101488,da Landriano,ann
1234,9939489870101488,Cellarius,edt
1235,9939490480101488,Germberg,eul
1236,9939496380101488,Cicero,aow
1237,9939499320101488,Cicero,pub
1238,9939499350101488,Cicero,pub
1239,9939692170101488,Dorat,eul
1240,9939731250101488,Demosthenes.,aut
1241,9940104540101488,Bernardus Claraevallensis,aut
1242,9940120700101488,Le Caron,aut
1243,9940121210101488,de Clermont-Tonnerre,dte
1244,9940121730101488,de Givry,dte
1245,9940122440101488,du Bellay,dte
1246,9940123080101488,Bouchet,ctb
1247,9940123430101488,Desautels,pub
1248,9940123980101488,Marguerite de France,dte
1249,9940124190101488,des Roches,aut
1250,9940137270101488,Seneca,aow
1251,9940142530101488,Johann,dte
1252,9940206230101488,Décsi Baranyai,aut
1253,9970128950101488,de Soto,ctb
1254,9970174860101488,Pius,pat
1255,9970179020101488,Cochlaeus,aut
1256,9972529390101488,von Manderscheid,dte
1257,9974381610101488,Aubert,pub
1258,9974391790101488,Rouillé,aut
1259,9974396890101488,Collaert,egr
1260,9974936250101488,Richeome,aut
1261,9975209530101488,Philip,dte
1262,9976067800101488,Wilhelm,dte
1263,9976067990101488,Gallus,apr
1264,9976082420101488,de Castro,aut
1265,9976098910101488,Ludwig zu Stolberg,dte
1266,9976106850101488,de Cheffontaines,pat
1267,9976110920101488,de Belle-Forest,trl
1268,9976147320101488,Horantius,aut
1269,9976164340101488,Titelmannus,aut
1270,9977096140101488,de Castro,aut
1271,9977107350101488,Bussin,dte
1272,9977107520101488,Bussin,dte
1273,9977114900101488,Duboys,eul
1274,9977139310101488,Dany,eul
1275,9977140230101488,Ferdinand,dte
1276,9977284470101488,van Egmont,dte
1277,9977284760101488,Niewenhove,eul
1278,9977289520101488,Gregorius,aut
1279,9977341950101488,Aleaume,edt
1280,9977376180101488,Cavellat,eul
1281,9977383390101488,Capitis,aut
1282,9977383750101488,de Créqui Canaples,dte
1283,9977443430101488,Helm,aut
1284,9977454120101488,Canisius,edt
1285,9977465550101488,Miraeus,aut
1286,9977516070101488,Benoit,edt
1287,9977563980101488,Raymundus Lullus,aut
1288,9977788280101488,de Billy,dte
1289,9979740940101488,Lipsius,edt
1290,9980027340101488,Thriverius Brachelius,aut
1291,9980211430101488,Theodorus Gazaeus,trl
1292,9980783800101488,Heret,edt
1293,9980786580101488,Nuñez,edt
1294,9992616206001488,Cajetanus,aut
1295,9992616206101488,Thomas Aquinas,pub
1296,9992628398901488,Joannes Campensis,trl
1297,9932422100101488,Hermes Trismegistus.,aut
1298,9932422540101488,Aristoteles.,aut
1299,9932424640101488,Amyot,trl
1300,9932427690101488,Cocinus,apr
1301,9932429170101488,Regnauld,ctb
1302,9932433330101488,Carpentarius,aut
1303,9932445180101488,Viron,dte
1304,9932447290101488,Dalbonus,dte
1305,9932449240101488,de Bourbon,dte
1306,9932450140101488,Vadi,ann
1307,9932453020101488,Douaren,aut
1308,9932455810101488,Gyraldus,eul
1309,9932456160101488,Pico della Mirandola,ctb
1310,9932456320101488,Henri,oth
1311,9932468310101488,Ghinutius,dte
1312,9932476800101488,de Riciis,dte
1313,9932478980101488,Golius,aut
1314,9932492370101488,Dio Cassius Cocceianus.,aow
1315,9932492760101488,Xiphilinus,aut
1316,9932495240101488,Siculus Flaccus,aut
1317,9932495980101488,Martinengo,dte
1318,9932496420101488,Fabricius,aut
1319,9932496620101488,de Foix,dte
1320,9932499090101488,Cotereau,trl
1321,9932505580101488,Beroaldo,ann
1322,9932512660101488,Alcuinus,aut
1323,9932515950101488,von Pfalz-Zweibrücken,dte
1324,9932516510101488,de Chambrun,eul
1325,9932516890101488,Goulart,ctb
1326,9932517100101488,Henry,dte
1327,9932519390101488,de Rély,com
1328,9932520930101488,Matthieu,aut
1329,9932538520101488,Boucher,aut
1330,9932542160101488,Matthieu,aut
1331,9932542820101488,Baronius,dte
1332,9932543530101488,White,ctb
1333,9932543890101488,White,ctb
1334,9932579600101488,Sleidanus,aut
1335,9932591670101488,du Choul,aut
1336,9932593050101488,Stunica,dte
1337,9934805640101488,Lopez de Gomara,aut
1338,9934807580101488,von Fürstenberg,dte
1339,9934807790101488,Aubert,eul
1340,9935142130101488,de Salamanca,aut
1341,9935148300101488,Melanchthon,pub
1342,9935149540101488,Deglen,dte
1343,9935150500101488,Tavernerius,aut
1344,9935152960101488,de Villegaignon,aut
1345,9935161820101488,Vernier,aut
1346,9935171080101488,Cuelsbroeck,dte
1347,9935172830101488,Cajetanus,aut
1348,9935199810101488,Radziwiłł,dte
1349,9935200250101488,Crampon,trl
1350,9935202880101488,Echter von Mespelbrunn,dte
1351,9935205230101488,Chalom,dte
1352,9935206760101488,Hay,aut
1353,9935219890101488,Cranevelt,edt
1354,9935228270101488,de Cheffontaines,aut
1355,9935231840101488,Du Duc,aut
1356,9935233460101488,de Sainctes,ctb
1357,9935238730101488,Bolsec,aow
1358,9935239120101488,Mary,dte
1359,9935267480101488,du Plessis-Mornay,aut
1360,9935281080101488,Prévost de Sansac,pub
1361,9935290340101488,Baronius,aut
1362,9935290920101488,Panne,pub
1363,9935291230101488,Leblanc,aut
1364,9935304750101488,d'Alagona,aut
1365,9935305130101488,Charles,dte
1366,9935306040101488,Richeome,aut
1367,9935310270101488,Du Faur de Saint-Jory,aut
1368,9935310660101488,Genebrardus,aut
1369,9935312060101488,Genebrardus,aut
1370,9935333150101488,de Saint-Priest d'Épinac,dte
1371,9935345070101488,de Berlaymont,dte
1372,9980984200101488,Vulteius,edt
1373,9983037410101488,de La Marche,aut
1374,9983053980101488,Seneca,aow
1375,9983099850101488,de Cheffontaines,aut
1376,9983848760101488,Pindarus.,aut
1377,9983862530101488,de l'Ecluse,ctb
1378,9983879350101488,Plutarchus Chaeronensis,aut
1379,9983917910101488,Sammaxentinus,aut
1380,9983945000101488,Savaron,edt
1381,9983945370101488,Machiavelli,aut
1382,9983962750101488,Lopez de Gomara,aut
1383,9983967120101488,Bouchereau,aut
1384,9984024190101488,de Thou,dte
1385,9984029960101488,Turnebus,trl
1386,9984050740101488,Grudé,aut
1387,9984051140101488,Palmonius,aut
1388,9984699190101488,Toscano,aut
1389,9984699310101488,de Birague,dte
1390,9984703540101488,de Turnèbe,cof
1391,9984717810101488,Epictetus,aut
1392,9984718340101488,Galenus,aut
1393,9984722800101488,Joannes de Sacro Bosco.,aut
1394,9984722930101488,Bassentin,aut
1395,9984724220101488,Gregorius Nazianzenus,aut
1396,9984724590101488,de Guise,dte
1397,9984729080101488,Varennius,aut
1398,9984729240101488,Pichon,trl
1399,9984739140101488,Nicodon,edt
1400,9984746640101488,Angeriano,aut
1401,9984807980101488,Simeoni,aut
1402,9984814620101488,Mercier,edt
1403,9984816090101488,Rigault,edt
1404,9984874560101488,White,edt
1405,9984900260101488,Hilarius Pictaviensis.,aut
1406,9984905260101488,Gregorius Nazianzenus,aut
1407,9984905620101488,Morel,trl
1408,9984913290101488,Nicander,aut
1409,9984945800101488,Scaliger,trl
1410,9984953750101488,Cicero,aow
1411,9985135580101488,Cornelli,ann
1412,9985135690101488,Cucalón,ann
1413,9985243320101488,Nicomachus,aut
1414,9985244510101488,Yose ben Ḥalafta,aut
1415,9985244710101488,Genebrardus,trl
1416,9985397500101488,de' Medici,dte
1417,9988209560101488,Fisher,aut
1418,9988210630101488,Bovius,"trl,apr"
1419,9988230840101488,Lange,trl
1420,9988477310101488,Jansenius,aut
1421,9988658650101488,Demosthenes.,aut
1422,9988724690101488,Morellus,edt
1423,9989257250101488,Buffet,eul
1424,9989258770101488,Musso,aut
1425,9989259080101488,Duns Scotus,aow
1426,9989308070101488,Fuscus,aut
1427,9990383950101488,Richeome,aut
1428,9990457810101488,de Beauval,oth
1429,9990483840101488,Canisius,oth
1430,9990491370101488,Torres,edt
1431,9990497700101488,Pinelli,aut
1432,9990572640101488,Mocenicus,add
1433,9990649550101488,Lorich,com
1434,9990920300101488,Aratus.,aut
1435,9990972550101488,Frischlinus,aut
1436,9991163790101488,Cicero,aut
1437,9991166080101488,Cicero,aut
1438,9991213440101488,d'Esne,trl
1439,9991659790101488,Blomevenna,dte
1440,9920127050101488,Paul,aut
1441,9920924260101488,Auger,aut
1442,9921207570101488,Contius,edt
1443,9921207640101488,Contius,aut
1444,9921345450101488,Julianus Toletanus,aut
1445,9921530810101488,Buysson,ctb
1446,9921540220101488,Brenz,oth
1447,9922709760101488,de la Motte,trl
1448,9922785580101488,Housteville,ctb
1449,9922960630101488,Stapleton,aut
1450,9922969110101488,Perenotto,dte
1451,9923484550101488,Clenardus,oth
1452,9923485610101488,Canta,dte
1453,9923671760101488,Antesignanus,edt
1454,9923674640101488,Clenardus,aut
1455,9923674840101488,Antesignanus,edt
1456,9923689970101488,Hegius,oth
1457,9923696800101488,Clenardus,aut
1458,9923712960101488,Guillonius,edt
1459,9923713070101488,Clenardus,aut
1460,9923719850101488,Cinquarbres,aut
1461,9923815830101488,de Saint Didier,com
1462,9924059350101488,Baynes,aut
1463,9924064340101488,Titelmannus,aut
1464,9924266420101488,Gomesius,aut
1465,9924312900101488,Guilelmus de Alvernia,aut
1466,9924492080101488,Rabirius,aut
1467,9924510920101488,Dadraeus,edt
1468,9924536280101488,Zassius,dte
1469,9924541000101488,Carrion,oth
1470,9924794890101488,Benoit,oth
1471,9924932210101488,Henry,oth
1472,9924932900101488,Chemnitz,aut
1473,9924959550101488,Richeome,aut
1474,9924960900101488,Pasquier,oth
1475,9925310670101488,Menzelius,clb
1476,9925778970101488,De Boissière,trl
1477,9925779950101488,Politi,aut
