,control number,personal name,personal relationship
202,9935346840101488,"Goossinus, Carolus",eul
204,9935350380101488,"Edouard, Jean.",eul
238,9936967680101488,"d'Este, Ercole",dte
239,9936983710101488,"Mucantius, Franciscus.",eul
240,9936984180101488,"Mucantius, Franciscus.",eul
278,9937433800101488,"Rancurel, Raymond",ill
280,9937435970101488,"Morellus, Claudius",eul
284,9937453700101488,"Gardesius, Joannes",eul
296,9939421270101488,"Hospitalius, Michel",dte
310,9939489870101488,"Slavata, Zacharias",dte
320,9940104540101488,"Pamelius, Jacobus",ctb
342,9974396890101488,Simeon Metaphrastes.,aut
377,9977376180101488,"Menzelius, Philippus",ctb
435,9932505580101488,"Vlattenus, Joannes",dte
436,9932512660101488,"Fortunatianus, Chirius",aut
475,9935205230101488,"Possevino, Antonio",aut
714,9921530810101488,"Machiavelli, Niccolò",pub
740,9924541000101488,Viglius Zuichemus ab Aytta,oth
773,9927165270101488,"Du Mont, Paul",trl
782,9927486860101488,"Pasquier, Stephanus",clb
841,9929073450101488,"Velleius Paterculus, Caius.",aut
981,9992500608701488,"Marsus, Petrus",ann
1096,9911793110101488,"Dousa, Franciscus",eul
131,9916067400101488,"Rivaudeau, Robert",eul
202,9935346840101488,"Iamotius, Federicus",eul
204,9935350380101488,"Tornasensis, Gervasius",eul
238,9936967680101488,"Diplovatatius, Thomas",ctb
239,9936983710101488,"Timoteo, Antonio",aut
278,9937433800101488,"Replongeus, Philibertus",ctb
280,9937435970101488,"Morellus, Stephanus",eul
284,9937453700101488,"Probus, Marcus Valerius",ctb
296,9939421270101488,"Truchius, Joannes",dte
310,9939489870101488,"Squarcialupi, Marcello",edt
342,9974396890101488,"Tigeou, Jacques",com
436,9932512660101488,"Marius Victorinus Afer, Caius.",aut
714,9921530810101488,"Possevino, Antonio",aut
773,9927165270101488,"Loys, Jean",clb
782,9927486860101488,"Quatersolidus, Nicolaus",clb
981,9992500608701488,Omnibonus Leonicenus,ann
1096,9911793110101488,"Cospéan, Philippe",eul
131,9916067400101488,"Sauvage, Denis",ctb
202,9935346840101488,"Lipsius, Justus",eul
238,9936967680101488,"Grillando, Paolo.",ctb
278,9937433800101488,"Tamisier, Pierre",ctb
280,9937435970101488,"Vurry, Antoine",eul
284,9937453700101488,"van Ghoer, Hermann",dte
310,9939489870101488,"Strein von Schwarzenau, Wolfgang Heinrich",dte
342,9974396890101488,"Viel, Pierre",com
436,9932512660101488,"Pithou, François",oth
773,9927165270101488,"Wion, Guillaume",clb
1096,9911793110101488,"Boucault, Claudius",eul
131,9916067400101488,"Vital, Jean",eul
202,9935346840101488,"Meyerus, Antonius.",eul
238,9936967680101488,"Vitalini, Bonifacio",ctb
310,9939489870101488,"ze Žerotína, Karel",dte
436,9932512660101488,Priscianus Caesariensis.,aut
1096,9911793110101488,Petrus Valens Groninganus,eul
202,9935346840101488,"Meyerus, Philippus",ctb
436,9932512660101488,"Rufinianus, Julius",aut
1096,9911793110101488,"Vacquerius, Antonius",eul
202,9935346840101488,"Moschus, Franciscus",eul
436,9932512660101488,Rufinus,aut
1096,9911793110101488,"du Mortier, Rumoldus",eul
202,9935346840101488,"Opstael, Guilielmus",eul
436,9932512660101488,"Rutilius Lupus, Publius",aut
202,9935346840101488,"Rosweydus, Heribertus",eul
436,9932512660101488,"Severianus, Julius",aut
202,9935346840101488,"Roze, Rob.",eul
436,9932512660101488,"Victor, Sulpitius",aut
202,9935346840101488,eul,"van Haecht, Jacobus"
202,9935346840101488,"van Hoye, André",eul
202,9935346840101488,"Viringus, Georgius W.",eul
202,9935346840101488,"Viringus, Jacobus Walterius",eul
202,9935346840101488,"Viringus, Joannes Walterius",aut
202,9935346840101488,"Viringus, Johannes Walters",eul
202,9935346840101488,"Wynantius, Petrus",eul
