Column,control number,personal name,personal name 1,personal name 2,personal name 3,personal relationship
971,9992464489601488,"Tertullianus, Quintus Septimus Florens",Tertullianus, Quintus Septimus Florens,,aut
972,9992467208001488,Petrus Lombardus,Petrus Lombardus,,,aut
973,9992467809801488,Dionysius Carthusianus,Dionysius Carthusianus,,,aut
974,9992475610101488,Dionysius Areopagita,Dionysius Areopagita,,,aut
975,9992481407901488,"de la Vega, Diego",de la Vega, Diego,,aut
976,9992483004401488,"Sauvage, Denis",Sauvage, Denis,,edt
977,9992485007701488,Dionysius Halicarnassensis,Dionysius Halicarnassensis,,,aut
978,9992486209901488,"Durantis, Guilelmus",Durantis, Guilelmus,,aut
979,9992494395901488,"Calepinus, Ambrosius",Calepinus, Ambrosius,,aut
980,9992494808101488,"Porthaise, Jean",Porthaise, Jean,,aut
981,9992500608701488,"Cicero, Marcus Tullius",Cicero, Marcus Tullius,,aut
982,9992553009201488,"Ayrault, Pierre",Ayrault, Pierre,,aut
983,9992558508801488,"Bodin, Jean",Bodin, Jean,,aut
986,9992569708901488,"Duret, Jean",Duret, Jean,,aut
987,9992569709401488,"Duret, Jean",Duret, Jean,,aut
988,9992586193001488,"de la Vega, Diego",de la Vega, Diego,,aut
989,9992595108301488,"de Torquemada, Juan",de Torquemada, Juan,,aut
991,9992595109401488,Luís de Granada,Luís de Granada,,,com
992,9992596407601488,"Le Caron, Louis",Le Caron, Louis,,aut
993,9992596407701488,"Novellus, Jacobus",Novellus, Jacobus,,aut
994,9992596408101488,"Novellus, Jacobus",Novellus, Jacobus,,aut
995,9992600006401488,Petrus Lombardus,Petrus Lombardus,,,aut
996,9992600006501488,Aristoteles,Aristoteles,,,aut
997,9992600007001488,Bartholomaeus de Martyribus,Bartholomaeus de Martyribus,,,aut
998,9992600406501488,Guilelmus Peraldus,Guilelmus Peraldus,,,aut
999,9992600407001488,"Zasius, Johann Ulrich",Zasius, Johann Ulrich,,aut
1000,9992600407401488,"Gribaldi, Matteo",Gribaldi, Matteo,,aut
1001,9992608910301488,"Bunderius, Joannes",Bunderius, Joannes,,aut
1002,9992614509701488,"Ronchegallus Gioldus, Joannes",Ronchegallus Gioldus, Joannes,,aut
1003,9992616205101488,"Cajetanus, Thomas de Vio",Cajetanus, Thomas de Vio,,aut
1004,9992616205201488,Thomas Aquinas,Thomas Aquinas,,,aut
1005,9992616205301488,Thomas Aquinas,Thomas Aquinas,,,aut
1006,9992616205401488,Thomas Aquinas,Thomas Aquinas,,,aut
1007,99557680101488,"Antesignan, Pierre",Antesignan, Pierre,,edt
1008,99567340101488,"Despauterius, Joannes",Despauterius, Joannes,,aut
1009,99580490101488,Demosthenes.,Demosthenes.,,,aut
1010,99590790101488,"Lipsius, Justus",Lipsius, Justus,,aut
1011,991456620101488,"Lipsius, Justus",Lipsius, Justus,,aut
1012,991570530101488,"Vives, Juan Luis",Vives, Juan Luis,,aut
1013,991623120101488,"Robert, Jean",Robert, Jean,,aut
1014,991629420101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
1015,991676770101488,"Lipsius, Justus",Lipsius, Justus,,aut
1016,991676810101488,"Lipsius, Justus",Lipsius, Justus,,aut
1017,991957580101488,"Ragueau, François",Ragueau, François,,aut
1018,992029470101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
1019,992341420101488,"Mercier, Josias",Mercier, Josias,,aut
1020,992567580101488,"Smith, Richard",Smith, Richard,,aut
1021,992657710101488,Aristoteles.,Aristoteles.,,,aut
1022,992825160101488,Euclides,Euclides,,,aut
1023,992941820101488,"Santerna, Petrus.",Santerna, Petrus.,,aut
1024,992968950101488,Henri,Henri,,,dte
1025,993618490101488,"Lipsius, Justus",Lipsius, Justus,,aut
1026,993726270101488,"Junctinus, Franciscus",Junctinus, Franciscus,,edt
1027,993812600101488,"Gemma Frisius, Reinerus",Gemma Frisius, Reinerus,,aut
1028,994113460101488,Bartolus de Saxoferrato,Bartolus de Saxoferrato,,,aut
1029,994445760101488,"Curterius, Joannes",Curterius, Joannes,,trl
1030,994643160101488,Charles,Charles,,,dte
1031,995090460101488,Georgius Pachymeres,Georgius Pachymeres,,,aut
1032,995131560101488,"Stapleton, Thomas",Stapleton, Thomas,,aut
1033,995143050101488,"Vida, Marcus Hieronymus",Vida, Marcus Hieronymus,,aut
1034,995200990101488,"Erasmus Roterodamus, Desiderius",Erasmus Roterodamus, Desiderius,,aut
1035,997602820101488,"Thevet, André",Thevet, André,,aut
1036,997604310101488,"Dalius, Nicolaus",Dalius, Nicolaus,,ctb
1037,997840180101488,Vincentius Lirinensis.,Vincentius Lirinensis.,,,aut
1038,997840420101488,Vincentius Lirinensis.,Vincentius Lirinensis.,,,aut
1039,997840840101488,Clemens,Clemens,,,aut
1040,997943090101488,Justinus Martyr,Justinus Martyr,,,aut
1041,997984740101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
1042,997984760101488,Demetrius Phalereus.,Demetrius Phalereus.,,,ctb
1043,998119840101488,Maximus Confessor,Maximus Confessor,,,aut
1044,998119940101488,Georgius Pachymeres,Georgius Pachymeres,,,aut
1045,998151540101488,"Augustinus, Aurelius",Augustinus, Aurelius,,aut
1046,998153540101488,"Antesignanus, Petrus",Antesignanus, Petrus,,aut
1047,998191130101488,"Apianus, Petrus",Apianus, Petrus,,aut
1048,998435790101488,Henri,Henri,,,oth
1049,998459700101488,"Benoist, René",Benoist, René,,oth
1050,998517990101488,"Duret, Jean",Duret, Jean,,aut
1051,998539420101488,"Canta, Jacobus",Canta, Jacobus,,dte
1052,998871740101488,Lodewijk van Vlaanderen,Lodewijk van Vlaanderen,,,dte
1053,999047690101488,"Le Ferron, Arnoul.",Le Ferron, Arnoul.,,aut
1054,999081260101488,"Papon, Jean.",Papon, Jean.,,aut
1055,999100800101488,"Valerius, Cornelius",Valerius, Cornelius,,aut
1056,999157540101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
1057,999294430101488,"Baudius, Dominicus",Baudius, Dominicus,,ctb
1058,999334910101488,"Mella, Camillus",Mella, Camillus,,edt
1059,999735740101488,"Van der Haer, Floris",Van der Haer, Floris,,aut
1060,999742750101488,"Echter von Mespelbrunn, Julius",Echter von Mespelbrunn, Julius,,dte
1061,999772410101488,"Amyot, Jacques",Amyot, Jacques,,trl
1062,9910123060101488,"Amerbach, Veit",Amerbach, Veit,,aut
1063,9910619640101488,"Sterck van Ringelberg, Joachim Fortius.",Sterck van Ringelberg, Joachim Fortius.,,aut
1064,9910651020101488,"Bar, Petrus",Bar, Petrus,,eul
1065,9910664270101488,"Guilliaud, Claude",Guilliaud, Claude,,aut
1066,9910665280101488,Carolus III,Carolus III,,,dte
1067,9910668760101488,Baptista Mantuanus,Baptista Mantuanus,,,aut
1068,9910669530101488,Theodoritus,Theodoritus,,,aut
1069,9910675000101488,Accursius,Accursius,,,aut
1070,9910675110101488,Accursius,Accursius,,,aut
1071,9910675820101488,Accursius,Accursius,,,aut
1072,9911011020101488,Pius,Pius,,,edt
1073,9911011390101488,"Crespet, Pierre",Crespet, Pierre,,trl
1074,9911057980101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
1075,9911101760101488,Epiphanius Salaminius.,Epiphanius Salaminius.,,,aut
1076,9911101840101488,Guilelmus Peraldus,Guilelmus Peraldus,,,aut
1077,9911102920101488,Bernardus Claraevallensis,Bernardus Claraevallensis,,,aut
1078,9911103180101488,"Berinzaga, Isabella Cristina",Berinzaga, Isabella Cristina,,aut
1079,9911104940101488,"Augustinus, Aurelius",Augustinus, Aurelius,,aow
1080,9911133210101488,Bonifatius,Bonifatius,,,aut
1081,9911174310101488,"de Bourbon, François",de Bourbon, François,,dte
1082,9911208800101488,Ambrosius Mediolanensis,Ambrosius Mediolanensis,,,aut
1083,9911223170101488,Albertus Magnus,Albertus Magnus,,,aut
1084,9911242850101488,"Gohory, Jacques.",Gohory, Jacques.,,trl
1085,9911244380101488,"Dioscorides, Pedanius.",Dioscorides, Pedanius.,,aut
1086,9911248610101488,"Vesalius, Andreas",Vesalius, Andreas,,aut
1087,9911249050101488,Avicenna,Avicenna,,,aut
1088,9911341270101488,"Gazet, Guillaume",Gazet, Guillaume,,aut
1089,9911738370101488,"Lipsius, Justus",Lipsius, Justus,,aut
1090,9911755220101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
1091,9911755480101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
1092,9911756410101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
1093,9911762870101488,"Mulert, Gérard",Mulert, Gérard,,dte
1094,9911768870101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
1095,9911769080101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
1096,9911793110101488,"Lipsius, Justus",Lipsius, Justus,,aut
1097,9911800260101488,"Barlandus, Adrianus",Barlandus, Adrianus,,ctb
1098,9911865340101488,Carolus a Tilia,Carolus a Tilia,,,eul
1099,9911910320101488,Luís de Granada,Luís de Granada,,,aut
1100,9912125230101488,"Sterck van Ringelberg, Joachim Fortius",Sterck van Ringelberg, Joachim Fortius,,aut
1101,9912125250101488,"de Baïf, Lazare",de Baïf, Lazare,,aut
1102,9912185740101488,"Torrentinus, Hermannus",Torrentinus, Hermannus,,aut
1103,9912186430101488,"Erasmus Roterodamus, Desiderius",Erasmus Roterodamus, Desiderius,,aut
1104,9912233500101488,Franciscus,Franciscus,,,oth
1105,9912244960101488,"Busbequius, Augerius Gislenius",Busbequius, Augerius Gislenius,,dte
1106,9912335880101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
2,9992133457501488,"Palaemon, Quintus Rhemnius Fannius",Palaemon, Quintus Rhemnius Fannius,,aut
7,9992139606001488,Censorinus,Censorinus,,,aut
8,9992141290101488,Pythagoras,Pythagoras,,,aut
9,9992141290201488,Cebes Thebanus,Cebes Thebanus,,,aut
10,9992141304001488,"Du Tilet, Jean",Du Tilet, Jean,,edt
11,9992141470301488,"Boucher, Jean",Boucher, Jean,,aut
23,9992154109701488,"Seneca, Lucius Annaeus",Seneca, Lucius Annaeus,,aut
25,9992169195201488,Henry,Henry,,,dte
26,9992173406801488,"Galenus, Matthaeus",Galenus, Matthaeus,,aow
32,9992179098501488,Clemens,Clemens,,,aut
36,9992182506901488,"Panigarola, Francesco",Panigarola, Francesco,,aut
38,9992183204501488,"Flaschius, Sebastianus",Flaschius, Sebastianus,,aut
39,9992185397301488,"Chrestien, Florent",Chrestien, Florent,,trl
40,9992185398201488,"Le Prevost, Augustin",Le Prevost, Augustin,,adp
46,9992189104701488,"Propertius, Sextus",Propertius, Sextus,,aut
48,9992193410101488,"Cicero, Marcus Tullius",Cicero, Marcus Tullius,,aut
49,9992195185801488,Homerus.,Homerus.,,,aut
50,9992202556701488,"Nepos, Cornelius.",Nepos, Cornelius.,,aut
58,9992221133801488,"Erasmus Roterodamus, Desiderius",Erasmus Roterodamus, Desiderius,,aow
60,9992221134201488,"Calvin, Jean",Calvin, Jean,,add
62,9992221134501488,Theodorus Studita,Theodorus Studita,,,aut
63,9992221134801488,"Calvin, Jean",Calvin, Jean,,add
74,9992221166601488,"de Launoy, Matthieu",de Launoy, Matthieu,,aut
75,9992221166701488,"Pennetier, Henri",Pennetier, Henri,,aut
79,9992224395801488,"Ficino, Marsilio",Ficino, Marsilio,,aut
87,9992225682001488,"Benoist, René",Benoist, René,,aut
92,9992225708801488,"Winter, Johann",Winter, Johann,,trl
98,9992229880001488,"Patrizi, Francesco",Patrizi, Francesco,,aut
100,9912560920101488,Eusebius Caesariensis,Eusebius Caesariensis,,,aut
103,9912956300101488,"Pennetier, Henri",Pennetier, Henri,,aut
105,9912986670101488,"Epo, Boetius",Epo, Boetius,,aut
106,9913059800101488,"Reynerius, Godefridus",Reynerius, Godefridus,,aut
111,9913155500101488,"Erasmus Roterodamus, Desiderius",Erasmus Roterodamus, Desiderius,,edt
112,9913198590101488,"Tacitus, Publius Cornelius",Tacitus, Publius Cornelius,,aut
114,9913312620101488,Marcus Exercitor,Marcus Exercitor,,,aut
115,9913391030101488,Ferdinand,Ferdinand,,,dte
117,9913879820101488,"Fuscus, Cornelius",Fuscus, Cornelius,,aut
118,9914033070101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
119,9914047510101488,"Périon, Joachim",Périon, Joachim,,trl
122,9914181700101488,"Erasmus Roterodamus, Desiderius",Erasmus Roterodamus, Desiderius,,trl
123,9914749000101488,"Toletus, Franciscus",Toletus, Franciscus,,aut
124,9914866810101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
127,9915101310101488,"Gemma Frisius, Reinerus",Gemma Frisius, Reinerus,,trl
128,9915208790101488,"de Le Cambe, Arnoldus",de Le Cambe, Arnoldus,,pub
130,9915822140101488,"Louveau, Jean",Louveau, Jean,,trl
131,9916067400101488,"Alberti, Leon Battista",Alberti, Leon Battista,,aut
132,9916093520101488,"du Prat, Antonius",du Prat, Antonius,,dte
133,9916132840101488,"Augustinus, Aurelius",Augustinus, Aurelius,,aut
134,9916133090101488,"de Fonseca, Alfonso",de Fonseca, Alfonso,,dte
143,9916425270101488,"Vives, Juan Luis",Vives, Juan Luis,,aut
145,9916492720101488,Ferdinand,Ferdinand,,,dte
146,9916504170101488,"Vives, Juan Luis",Vives, Juan Luis,,aut
148,9916735800101488,"Stimmer, Tobias",Stimmer, Tobias,,egr
149,9916824140101488,Gregorius Nyssenus.,Gregorius Nyssenus.,,,aut
151,9916928400101488,"de la Motte, Pierre",de la Motte, Pierre,,ctb
156,9917899730101488,Martialis Lemovicensis,Martialis Lemovicensis,,,aut
157,9917978870101488,"Auger, Émond",Auger, Émond,,aut
158,9918004690101488,"Doard, Nicolas",Doard, Nicolas,,edt
160,9918063940101488,"Périon, Joachim",Périon, Joachim,,trl
161,9918065230101488,"Périon, Joachim",Périon, Joachim,,trl
162,9918065360101488,"Périon, Joachim",Périon, Joachim,,trl
164,9918112670101488,"de Croix, Antonius",de Croix, Antonius,,dte
166,9918414610101488,"de Villamont, Jacques",de Villamont, Jacques,,trl
167,9918453390101488,Joannes a Sancto Andrea,Joannes a Sancto Andrea,,,aut
168,9918453410101488,Joannes a Sancto Andrea,Joannes a Sancto Andrea,,,dte
169,9918453720101488,"de Gondi, Pierre",de Gondi, Pierre,,dte
170,9918472720101488,Joannes a Sancto Andrea,Joannes a Sancto Andrea,,,aut
171,9918696860101488,Viglius Zuichemus ab Aytta,Viglius Zuichemus ab Aytta,,,dte
172,9918904550101488,"Buonamici, Lazzaro",Buonamici, Lazzaro,,aut
174,9919054360101488,"Lancelotti, Giovanni Paolo",Lancelotti, Giovanni Paolo,,edt
175,9919144900101488,"Fabricius Boderianus, Guido",Fabricius Boderianus, Guido,,edt
176,9919254770101488,"Faber, Jacobus",Faber, Jacobus,,edt
177,9919258280101488,"Auger, Émond",Auger, Émond,,ctb
178,9919278340101488,"Douaren, François",Douaren, François,,aut
179,9919278540101488,"Hotman, François",Hotman, François,,aut
181,9919347960101488,"Gelenius, Sigismundus",Gelenius, Sigismundus,,trl
183,9919384010101488,Homerus.,Homerus.,,,aut
184,9919386480101488,"Gozthon, Joannes",Gozthon, Joannes,,oth
185,9919387210101488,"de Sainctes, Claude",de Sainctes, Claude,,aut
186,9919406680101488,"Cochlaeus, Joannes",Cochlaeus, Joannes,,aut
188,9919424020101488,"Contius, Antonius",Contius, Antonius,,edt
189,9919432760101488,"Cyprianus, Thascius Caecilius",Cyprianus, Thascius Caecilius,,aut
190,9919435050101488,"Alvarez de Toledo, Ferdinand",Alvarez de Toledo, Ferdinand,,oth
191,9919445760101488,"Chappuys, Gabriel",Chappuys, Gabriel,,trl
192,9919470760101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
193,9919513150101488,Theodorus Raithenus.,Theodorus Raithenus.,,,aut
195,9919639070101488,"Fisher, Joannes",Fisher, Joannes,,aut
197,9919668830101488,Paul,Paul,,,oth
198,9919710260101488,"de Flisco, Nicolaus",de Flisco, Nicolaus,,dte
200,9935345230101488,"Broustin, Etienne.",Broustin, Etienne.,,trl
201,9935345840101488,"Toletus, Franciscus",Toletus, Franciscus,,aut
202,9935346840101488,"Caladelphus, Jacobus",Caladelphus, Jacobus,,eul
204,9935350380101488,"de Boufflers, Jean.",de Boufflers, Jean.,,eul
205,9935353490101488,"de Guise, Charles",de Guise, Charles,,dte
206,9935355560101488,"Gillot, Jean",Gillot, Jean,,trl
208,9935357280101488,"de Gondi, Pierre",de Gondi, Pierre,,dte
210,9935361700101488,"Veldius, Jacobus",Veldius, Jacobus,,coi
212,9935383540101488,"Crucius, Levinus",Crucius, Levinus,,eul
213,9935389600101488,"Helm, Heinrich",Helm, Heinrich,,aut
214,9935390190101488,"Lorich, Gerhard",Lorich, Gerhard,,trl
215,9935393210101488,"Lorich, Gerhard",Lorich, Gerhard,,edt
216,9935398840101488,"de Guellis, Germain Vaillant",de Guellis, Germain Vaillant,,eul
217,9935400880101488,"Benoist, René",Benoist, René,,aut
218,9935401600101488,"Guilliaud, Maximilien",Guilliaud, Maximilien,,ctb
219,9935403380101488,"Doc, Jean",Doc, Jean,,aut
220,9935411400101488,Nicolaus,Nicolaus,,,aut
222,9935419370101488,"Gerson, Jean",Gerson, Jean,,dub
223,9935420070101488,Joannes Tauler,Joannes Tauler,,,aut
225,9935424990101488,"du Bouchet, Françoise",du Bouchet, Françoise,,dte
227,9935426870101488,"de Belleforest, François.",de Belleforest, François.,,trl
228,9935438270101488,"Colin, Nicolas",Colin, Nicolas,,trl
230,9935441820101488,"Borromaeus, Carolus",Borromaeus, Carolus,,dte
231,9935460440101488,"Bosquier, Philippe",Bosquier, Philippe,,aut
232,9935468350101488,"Télin, Anthoine",Télin, Anthoine,,dte
233,9935470780101488,"Marabotto, Cattaneo",Marabotto, Cattaneo,,aut
234,9935480850101488,"de l'Aubespine, Sébastien",de l'Aubespine, Sébastien,,dte
235,9935919540101488,"Royard, Jean",Royard, Jean,,dub
236,9936954320101488,"Meurer, Noe",Meurer, Noe,,clb
237,9936961940101488,"de Brézé, Louis",de Brézé, Louis,,dte
238,9936967680101488,Angelus de Gambilionibus,Angelus de Gambilionibus,,,aut
239,9936983710101488,"Gàmbara, Gianfrancesco",Gàmbara, Gianfrancesco,,dte
240,9936984180101488,"Gaetani, Henricus",Gaetani, Henricus,,dte
242,9936994330101488,"Bertrandus, Joannes",Bertrandus, Joannes,,dte
243,9937004740101488,"Romano, Giulio Cesare",Romano, Giulio Cesare,,aut
244,9937023640101488,Gregory,Gregory,,,dte
245,9937030930101488,"Pereyra, Bento",Pereyra, Bento,,aut
246,9937057010101488,"Hervetus, Gentianus",Hervetus, Gentianus,,trl
247,9937059020101488,Paul,Paul,,,udr
248,9937059670101488,"Fiordibello, Antonio",Fiordibello, Antonio,,ctb
249,9937060230101488,"Gaussart Flamignon, Guy",Gaussart Flamignon, Guy,,edt
250,9937068090101488,"Du Moulin, Charles",Du Moulin, Charles,,aut
251,9937084010101488,"Vergerio, Pietro Paolo",Vergerio, Pietro Paolo,,edt
252,9937099960101488,"Guymier, Cosme",Guymier, Cosme,,ann
253,9937158730101488,Theodorus Cyzicenus,Theodorus Cyzicenus,,,aut
254,9937187900101488,"de Metz, Bernard",de Metz, Bernard,,dte
257,9937217590101488,"a Costa, Nicolaus",a Costa, Nicolaus,,eul
258,9937219700101488,"Dorat, Jean",Dorat, Jean,,eul
260,9937235530101488,"Cochlaeus, Joannes",Cochlaeus, Joannes,,edt
261,9937239940101488,"Chabanel, Jean",Chabanel, Jean,,trl
262,9937320860101488,"Canisius, Petrus",Canisius, Petrus,,aut
263,9937347140101488,Henricus de Segusia,Henricus de Segusia,,,aut
264,9937356910101488,Philippus de Franchis,Philippus de Franchis,,,ann
265,9937358410101488,"de Bohier, Nicolas",de Bohier, Nicolas,,edt
266,9937358550101488,"de Torquemada, Juan",de Torquemada, Juan,,aut
267,9937359210101488,"de Bohier, Nicolas",de Bohier, Nicolas,,edt
268,9937359320101488,"de Bohier, Nicolas",de Bohier, Nicolas,,edt
269,9937359410101488,"de Bohier, Nicolas",de Bohier, Nicolas,,edt
270,9937359450101488,"de Bohier, Nicolas",de Bohier, Nicolas,,edt
271,9937361160101488,"de Monceaux, Carolus",de Monceaux, Carolus,,ctb
272,9937362490101488,"Mella, Camillus",Mella, Camillus,,ann
273,9937365910101488,"Gaultier, Jacques",Gaultier, Jacques,,trl
274,9937368220101488,"Roussin, Jacques",Roussin, Jacques,,trl
275,9937383770101488,"Chomedey, Jérôme.",Chomedey, Jérôme.,,trl
276,9937415230101488,"Luther, Martin",Luther, Martin,,ctb
278,9937433800101488,"Bredin, Edouard",Bredin, Edouard,,ill
279,9937434130101488,"Betrand, François",Betrand, François,,dte
280,9937435970101488,"Colombet, Philippe",Colombet, Philippe,,eul
281,9937438300101488,"Bouchet, Jean",Bouchet, Jean,,aut
283,9937442900101488,"de Thou, Christophe",de Thou, Christophe,,dte
284,9937453700101488,"de Bry, Theodor",de Bry, Theodor,,egr
285,9937485700101488,"Androuet Du Cerceau, Jacques",Androuet Du Cerceau, Jacques,,aut
286,9937485840101488,Charles,Charles,,,dte
287,9937495150101488,"Dalechamps, Jacques",Dalechamps, Jacques,,trl
288,9937506780101488,"de Nevers, Louis",de Nevers, Louis,,dte
289,9938020220101488,"Hotman, François",Hotman, François,,trl
290,9939409750101488,"Modestinus, Herennius",Modestinus, Herennius,,ctb
291,9939410040101488,"Davin, Arnaud.",Davin, Arnaud.,,ctb
292,9939410870101488,"Chappuis, Joannes",Chappuis, Joannes,,ctb
293,9939411530101488,"Alciatus, Andreas",Alciatus, Andreas,,ctb
294,9939412000101488,"Accursius, Bonus",Accursius, Bonus,,ann
295,9939420260101488,Günther,Günther,,,dte
296,9939421270101488,"de Betrand, Pierre",de Betrand, Pierre,,dte
297,9939436620101488,"Parisio, Pierpaolo",Parisio, Pierpaolo,,edt
298,9939436930101488,"Parisio, Pierpaolo",Parisio, Pierpaolo,,edt
299,9939437100101488,"Tartagni, Alessandro",Tartagni, Alessandro,,ctb
300,9939437370101488,"Parisio, Pierpaolo",Parisio, Pierpaolo,,edt
301,9939437690101488,"Parisio, Pierpaolo",Parisio, Pierpaolo,,ctb
302,9939437870101488,"Parisio, Pierpaolo",Parisio, Pierpaolo,,edt
303,9939437960101488,"Parisio, Pierpaolo",Parisio, Pierpaolo,,ctb
304,9939438010101488,"Parisio, Pierpaolo",Parisio, Pierpaolo,,edt
305,9939438190101488,"Loseo, Alessandro",Loseo, Alessandro,,edt
306,9939438790101488,"da Landriano, Bernardino",da Landriano, Bernardino,,ann
310,9939489870101488,"Cellarius, Jacobus",Cellarius, Jacobus,,edt
311,9939490480101488,"Germberg, Hermann",Germberg, Hermann,,eul
312,9939496380101488,"Cicero, Marcus Tullius",Cicero, Marcus Tullius,,aow
313,9939499320101488,"Cicero, Marcus Tullius",Cicero, Marcus Tullius,,pub
314,9939499350101488,"Cicero, Marcus Tullius",Cicero, Marcus Tullius,,pub
315,9939692170101488,"Dorat, Jean",Dorat, Jean,,eul
317,9939731250101488,Demosthenes.,Demosthenes.,,,aut
320,9940104540101488,Bernardus Claraevallensis,Bernardus Claraevallensis,,,aut
321,9940120700101488,"Le Caron, Louis",Le Caron, Louis,,aut
322,9940121210101488,"de Clermont-Tonnerre, Claude-Cathérine",de Clermont-Tonnerre, Claude-Cathérine,,dte
323,9940121730101488,"de Givry, Louise",de Givry, Louise,,dte
324,9940122440101488,"du Bellay, Henri.",du Bellay, Henri.,,dte
325,9940123080101488,"Bouchet, Guillaume",Bouchet, Guillaume,,ctb
327,9940123430101488,"Desautels, Guillaume",Desautels, Guillaume,,pub
328,9940123980101488,Marguerite de France,Marguerite de France,,,dte
329,9940124190101488,"des Roches, Madeleine",des Roches, Madeleine,,aut
330,9940137270101488,"Seneca, Lucius Annaeus",Seneca, Lucius Annaeus,,aow
331,9940142530101488,Johann,Johann,,,dte
332,9940206230101488,"Décsi Baranyai, János",Décsi Baranyai, János,,aut
333,9970128950101488,"de Soto, Pedro",de Soto, Pedro,,ctb
335,9970174860101488,Pius,Pius,,,pat
336,9970179020101488,"Cochlaeus, Joannes",Cochlaeus, Joannes,,aut
337,9972529390101488,"von Manderscheid, Johann",von Manderscheid, Johann,,dte
340,9974381610101488,"Aubert, Jacques",Aubert, Jacques,,pub
341,9974391790101488,"Rouillé, Guillaume",Rouillé, Guillaume,,aut
342,9974396890101488,"Collaert, Adriaan.",Collaert, Adriaan.,,egr
346,9974936250101488,"Richeome, Louis",Richeome, Louis,,aut
347,9975209530101488,Philip,Philip,,,dte
349,9976067800101488,Wilhelm,Wilhelm,,,dte
350,9976067990101488,"Gallus, Gregorius",Gallus, Gregorius,,apr
352,9976082420101488,"de Castro, Alphonsus",de Castro, Alphonsus,,aut
354,9976098910101488,Ludwig zu Stolberg,Ludwig zu Stolberg,,,dte
355,9976106850101488,"de Cheffontaines, Christophe",de Cheffontaines, Christophe,,pat
356,9976110920101488,"de Belle-Forest, François",de Belle-Forest, François,,trl
358,9976147320101488,"Horantius, Franciscus",Horantius, Franciscus,,aut
359,9976164340101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
360,9977096140101488,"de Castro, Alphonsus",de Castro, Alphonsus,,aut
361,9977107350101488,"Bussin, Julius",Bussin, Julius,,dte
362,9977107520101488,"Bussin, Julius",Bussin, Julius,,dte
363,9977114900101488,"Duboys, Petrus",Duboys, Petrus,,eul
364,9977139310101488,"Dany, N.",Dany, N.,,eul
365,9977140230101488,Ferdinand,Ferdinand,,,dte
369,9977284470101488,"van Egmont, George",van Egmont, George,,dte
371,9977284760101488,"Niewenhove, Franciscus",Niewenhove, Franciscus,,eul
373,9977289520101488,Gregorius,Gregorius,,,aut
376,9977341950101488,"Aleaume, Jean",Aleaume, Jean,,edt
377,9977376180101488,"Cavellat, Guillaume",Cavellat, Guillaume,,eul
378,9977383390101488,"Capitis, Fremin",Capitis, Fremin,,aut
379,9977383750101488,"de Créqui Canaples, Antoine",de Créqui Canaples, Antoine,,dte
380,9977443430101488,"Helm, Heinrich",Helm, Heinrich,,aut
382,9977454120101488,"Canisius, Petrus",Canisius, Petrus,,edt
383,9977465550101488,"Miraeus, Ludovicus",Miraeus, Ludovicus,,aut
384,9977516070101488,"Benoit, Jean",Benoit, Jean,,edt
385,9977563980101488,Raymundus Lullus,Raymundus Lullus,,,aut
389,9977788280101488,"de Billy, Jean",de Billy, Jean,,dte
390,9979740940101488,"Lipsius, Justus",Lipsius, Justus,,edt
394,9980027340101488,"Thriverius Brachelius, Hieremias.",Thriverius Brachelius, Hieremias.,,aut
395,9980211430101488,Theodorus Gazaeus,Theodorus Gazaeus,,,trl
396,9980783800101488,"Heret, Mathurin",Heret, Mathurin,,edt
398,9980786580101488,"Nuñez, Pedro Juan",Nuñez, Pedro Juan,,edt
401,9992616206001488,"Cajetanus, Thomas de Vio",Cajetanus, Thomas de Vio,,aut
402,9992616206101488,Thomas Aquinas,Thomas Aquinas,,,pub
406,9992628398901488,Joannes Campensis,Joannes Campensis,,,trl
407,9932422100101488,Hermes Trismegistus.,Hermes Trismegistus.,,,aut
408,9932422540101488,Aristoteles.,Aristoteles.,,,aut
409,9932424640101488,"Amyot, Jacques",Amyot, Jacques,,trl
410,9932427690101488,"Cocinus, Joannes",Cocinus, Joannes,,apr
411,9932429170101488,"Regnauld, Joannes Baptista",Regnauld, Joannes Baptista,,ctb
414,9932433330101488,"Carpentarius, Jacobus",Carpentarius, Jacobus,,aut
415,9932445180101488,"Viron, Jean",Viron, Jean,,dte
416,9932447290101488,"Dalbonus, Jacobus",Dalbonus, Jacobus,,dte
